/gps/hist/point 3.3     0
/gps/hist/point	3.5	1.21288e-07
/gps/hist/point	3.7	4.61924e-08
/gps/hist/point	3.9	1.12413e-07
/gps/hist/point	4.1	3.55056e-08
/gps/hist/point	4.3	3.57945e-08
/gps/hist/point	4.5	4.28664e-08
/gps/hist/point	4.7	4.36848e-08
/gps/hist/point	4.9	2.2644e-07
/gps/hist/point	5.1	2.54804e-08
/gps/hist/point	5.3	3.56756e-08
/gps/hist/point	5.5	5.54529e-08
/gps/hist/point	5.7	4.18121e-08
/gps/hist/point	5.9	3.81931e-07
/gps/hist/point	6.1	4.43271e-08
/gps/hist/point	6.3	4.51644e-08
/gps/hist/point	6.5	1.81993e-08
/gps/hist/point	6.7	2.18051e-08
/gps/hist/point	6.9	3.1811e-08
/gps/hist/point	7.1	2.26613e-08
/gps/hist/point	7.3	1.05755e-07
/gps/hist/point	7.5	2.23956e-08
/gps/hist/point	7.7	8.00837e-08
/gps/hist/point	7.9	4.59766e-08
/gps/hist/point	8.1	1.61771e-08
/gps/hist/point	8.3	1.56676e-08
/gps/hist/point	8.5	2.73005e-08
/gps/hist/point	8.7	7.78267e-09
/gps/hist/point	8.9	1.78608e-08
/gps/hist/point	9.1	5.82448e-09
/gps/hist/point	9.3	7.19498e-08
/gps/hist/point	9.5	3.69412e-09
/gps/hist/point	9.7	2.7996e-08
/gps/hist/point	9.9	4.0593e-09
/gps/hist/point	10.1	3.86557e-09
/gps/hist/point	10.3	3.34719e-09
/gps/hist/point	10.5	3.21074e-09
/gps/hist/point	10.7	4.22707e-09
/gps/hist/point	10.9	5.23756e-09
/gps/hist/point	11.1	4.43685e-09
/gps/hist/point	11.3	4.21715e-09
/gps/hist/point	11.5	4.99915e-09
/gps/hist/point	11.7	3.95573e-09
/gps/hist/point	11.9	3.2034e-09
/gps/hist/point	12.1	4.78554e-09
/gps/hist/point	12.3	3.95027e-09
/gps/hist/point	12.5	2.88364e-09
/gps/hist/point	12.7	2.64603e-09
/gps/hist/point	12.9	2.4852e-09
/gps/hist/point	13.1	2.44821e-09
/gps/hist/point	13.3	2.56728e-09
/gps/hist/point	13.5	2.68635e-09
/gps/hist/point	13.7	0
