/gps/hist/point	13.5	0
/gps/hist/point	13.7	2.31975e-09
/gps/hist/point	13.9	1.38756e-09
/gps/hist/point	14.1	4.55364e-10
/gps/hist/point	14.3	4.32655e-10
/gps/hist/point	14.5	4.11079e-10
/gps/hist/point	14.7	3.90578e-10
/gps/hist/point	14.9	3.711e-10
/gps/hist/point	15.1	3.52593e-10
/gps/hist/point	15.3	3.35009e-10
/gps/hist/point	15.5	3.18302e-10
/gps/hist/point	15.7	3.02428e-10
/gps/hist/point	15.9	2.87346e-10
/gps/hist/point	16.1	2.73016e-10
/gps/hist/point	16.3	2.59401e-10
/gps/hist/point	16.5	2.46465e-10
/gps/hist/point	16.7	2.34173e-10
/gps/hist/point	16.9	2.22495e-10
/gps/hist/point	17.1	2.11399e-10
/gps/hist/point	17.3	2.00857e-10
/gps/hist/point	17.5	1.9084e-10
/gps/hist/point	17.7	1.81323e-10
/gps/hist/point	17.9	1.7228e-10
/gps/hist/point	18.1	1.63689e-10
/gps/hist/point	18.3	1.55525e-10
/gps/hist/point	18.5	1.47769e-10
/gps/hist/point	18.7	1.404e-10
/gps/hist/point	18.9	1.33398e-10
/gps/hist/point	19.1	1.26746e-10
/gps/hist/point	19.3	1.20425e-10
/gps/hist/point	19.5	1.14419e-10
/gps/hist/point	19.7	1.08713e-10
/gps/hist/point	19.9	1.03292e-10
/gps/hist/point	20	0
